,ALLSKY_SFC_SW_DWN,WS10M,T2M,PRECTOTCORR,provincia,altitud
2020-03-26,170.71,1.87,15.17,0.0,Azuay,2560
2020-03-27,109.5,2.43,15.1,0.0,Azuay,2560
2020-03-28,156.51,3.11,15.22,0.0,Azuay,2560
2020-03-29,123.84,3.87,14.71,0.0,Azuay,2560
2020-03-30,118.1,3.97,13.98,0.03,Azuay,2560
2020-03-31,181.68,2.59,13.76,0.08,Azuay,2560
2020-04-01,160.64,2.8,14.22,15.24,Azuay,2560
2020-04-02,190.33,3.42,12.96,34.65,Azuay,2560
2020-04-03,207.05,4.03,12.89,2.32,Azuay,2560
2020-04-04,172.28,3.05,13.79,5.74,Azuay,2560
2020-04-05,210.78,2.72,14.35,11.59,Azuay,2560
2020-04-06,191.97,4.29,14.28,1.82,Azuay,2560
2020-04-07,164.59,3.89,14.18,4.14,Azuay,2560
2020-04-08,153.84,3.68,13.1,3.22,Azuay,2560
2020-04-09,166.18,2.88,12.87,1.88,Azuay,2560
2020-04-10,207.97,3.07,14.09,1.24,Azuay,2560
2020-04-11,140.62,1.91,14.49,4.09,Azuay,2560
2020-04-12,183.57,1.69,13.83,12.5,Azuay,2560
2020-04-13,197.92,2.03,14.54,2.53,Azuay,2560
2020-04-14,149.06,1.56,14.96,0.06,Azuay,2560
2020-04-15,173.61,1.71,13.97,2.81,Azuay,2560
2020-04-16,211.83,2.11,13.69,4.19,Azuay,2560
2020-04-17,176.69,2.44,12.07,2.33,Azuay,2560
2020-04-18,170.17,3.66,12.06,4.71,Azuay,2560
2020-04-19,194.98,3.26,12.2,0.42,Azuay,2560
2020-04-20,218.67,2.88,12.0,0.0,Azuay,2560
2020-04-21,225.08,2.56,12.59,0.0,Azuay,2560
2020-04-22,213.06,2.13,13.06,0.47,Azuay,2560
2020-04-23,189.9,2.53,13.89,0.57,Azuay,2560
2020-04-24,198.18,1.92,14.24,7.78,Azuay,2560
2020-04-25,175.94,2.06,14.62,9.42,Azuay,2560
2020-04-26,172.86,3.28,13.76,2.88,Azuay,2560
2020-04-27,186.12,3.66,12.57,5.34,Azuay,2560
2020-04-28,170.59,3.09,12.55,3.71,Azuay,2560
2020-04-29,169.78,3.05,13.35,1.48,Azuay,2560
2020-04-30,183.59,4.1,14.13,4.73,Azuay,2560
2020-05-01,179.74,5.17,13.51,8.66,Azuay,2560
2020-05-02,156.13,4.63,13.03,6.23,Azuay,2560
2020-05-03,166.95,3.67,13.59,7.45,Azuay,2560
2020-05-04,143.85,3.08,13.05,5.5,Azuay,2560
2020-05-05,154.23,2.31,13.85,0.72,Azuay,2560
2020-05-06,116.61,2.85,13.68,5.17,Azuay,2560
2020-05-07,163.85,3.66,13.24,3.42,Azuay,2560
2020-05-08,178.43,5.23,13.16,19.66,Azuay,2560
2020-05-09,197.78,5.07,13.46,8.75,Azuay,2560
2020-05-10,148.22,3.18,13.89,0.11,Azuay,2560
2020-05-11,170.18,1.85,15.07,4.39,Azuay,2560
2020-05-12,166.7,1.52,15.17,9.12,Azuay,2560
2020-05-13,161.45,1.37,14.04,4.94,Azuay,2560
2020-05-14,128.56,2.42,13.91,0.92,Azuay,2560
2020-05-15,148.19,3.06,12.69,0.13,Azuay,2560
2020-05-16,146.14,5.19,12.93,0.0,Azuay,2560
2020-05-17,166.42,4.18,13.09,0.24,Azuay,2560
2020-05-18,173.7,3.06,12.54,1.61,Azuay,2560
2020-05-19,122.75,3.69,12.75,2.61,Azuay,2560
2020-05-20,187.04,3.73,11.94,0.51,Azuay,2560
2020-05-21,149.52,3.59,12.58,0.9,Azuay,2560
2020-05-22,160.27,3.65,12.63,1.62,Azuay,2560
2020-05-23,159.65,4.56,12.71,6.31,Azuay,2560
2020-05-24,153.18,4.81,11.52,9.89,Azuay,2560
2020-05-25,164.57,4.13,11.7,5.69,Azuay,2560
2020-05-26,148.04,4.92,11.97,0.62,Azuay,2560
2020-05-27,152.28,3.68,12.75,0.18,Azuay,2560
2020-05-28,175.92,2.35,13.59,0.01,Azuay,2560
2020-05-29,173.64,1.88,13.62,5.33,Azuay,2560
2020-05-30,166.0,2.14,13.41,6.22,Azuay,2560
2020-05-31,150.46,2.11,13.16,3.72,Azuay,2560
2020-06-01,153.44,2.69,12.58,3.74,Azuay,2560
2020-06-02,150.93,2.1,13.43,0.44,Azuay,2560
2020-06-03,147.7,2.12,13.88,0.17,Azuay,2560
2020-06-04,123.96,3.3,13.34,0.84,Azuay,2560
2020-06-05,126.55,4.26,12.27,3.87,Azuay,2560
2020-06-06,135.84,3.2,11.6,0.26,Azuay,2560
2020-06-07,201.62,3.57,11.99,1.11,Azuay,2560
2020-06-08,124.26,3.5,10.89,0.76,Azuay,2560
2020-06-09,132.91,3.08,12.02,0.23,Azuay,2560
2020-06-10,187.09,2.35,12.6,0.03,Azuay,2560
2020-06-11,172.11,1.9,12.18,0.0,Azuay,2560
2020-06-12,208.65,1.5,13.35,0.0,Azuay,2560
2020-06-13,175.93,2.78,13.35,1.7,Azuay,2560
2020-06-14,101.03,5.46,12.78,3.47,Azuay,2560
2020-06-15,142.23,5.02,11.88,3.56,Azuay,2560
2020-06-16,152.43,3.92,11.97,3.26,Azuay,2560
2020-06-17,121.33,2.97,12.66,1.12,Azuay,2560
2020-06-18,123.41,3.29,12.67,0.57,Azuay,2560
2020-06-19,151.78,3.31,11.77,6.02,Azuay,2560
2020-06-20,128.84,4.13,11.57,3.86,Azuay,2560
2020-06-21,95.55,4.54,10.73,3.32,Azuay,2560
2020-06-22,127.64,4.0,11.52,0.63,Azuay,2560
2020-06-23,170.98,3.45,11.5,2.19,Azuay,2560
2020-06-24,138.54,2.73,12.68,4.89,Azuay,2560
2020-06-25,139.59,3.43,12.39,4.27,Azuay,2560
2020-06-26,106.49,4.06,11.46,6.44,Azuay,2560
2020-06-27,163.98,3.55,11.82,2.03,Azuay,2560
2020-06-28,127.64,3.51,12.05,1.47,Azuay,2560
2020-06-29,125.03,3.26,12.17,1.73,Azuay,2560
2020-06-30,125.15,2.88,12.43,1.85,Azuay,2560
2020-07-01,108.98,2.86,12.09,3.1,Azuay,2560
2020-07-02,111.58,3.86,12.06,1.19,Azuay,2560
2020-07-03,95.27,3.17,11.97,1.89,Azuay,2560
2020-07-04,114.27,2.75,11.8,2.86,Azuay,2560
2020-07-05,122.98,3.17,12.64,0.39,Azuay,2560
2020-07-06,121.14,3.11,11.94,2.54,Azuay,2560
2020-07-07,110.62,2.48,11.71,0.08,Azuay,2560
2020-07-08,142.22,2.56,12.92,1.21,Azuay,2560
2020-07-09,141.66,3.99,12.02,9.87,Azuay,2560
2020-07-10,97.73,3.68,11.11,21.12,Azuay,2560
2020-07-11,119.11,2.53,11.98,0.26,Azuay,2560
2020-07-12,164.26,3.17,12.48,2.77,Azuay,2560
2020-07-13,110.15,4.2,12.0,1.77,Azuay,2560
2020-07-14,155.27,4.33,11.36,5.52,Azuay,2560
2020-07-15,112.27,4.89,10.48,4.4,Azuay,2560
2020-07-16,136.54,4.11,10.59,0.05,Azuay,2560
2020-07-17,128.92,4.08,11.4,0.03,Azuay,2560
2020-07-18,177.53,4.2,11.44,3.91,Azuay,2560
2020-07-19,161.21,3.9,10.93,1.63,Azuay,2560
2020-07-20,147.42,4.08,11.62,1.24,Azuay,2560
2020-07-21,156.7,3.23,12.11,1.6,Azuay,2560
2020-07-22,148.65,2.69,12.88,0.32,Azuay,2560
2020-07-23,166.8,2.64,12.97,0.06,Azuay,2560
2020-07-24,168.75,2.2,12.9,0.73,Azuay,2560
2020-07-25,144.18,4.08,12.16,0.68,Azuay,2560
2020-07-26,116.03,4.71,10.88,1.72,Azuay,2560
2020-07-27,110.21,3.34,11.63,0.5,Azuay,2560
2020-07-28,117.82,3.21,12.12,0.05,Azuay,2560
2020-07-29,152.5,3.97,11.64,1.0,Azuay,2560
2020-07-30,105.26,5.01,11.71,0.8,Azuay,2560
2020-07-31,115.49,5.16,12.36,1.46,Azuay,2560
2020-08-01,215.02,4.54,12.51,0.33,Azuay,2560
2020-08-02,227.32,4.07,12.12,0.0,Azuay,2560
2020-08-03,169.38,4.71,12.36,0.01,Azuay,2560
2020-08-04,209.98,4.4,11.16,0.0,Azuay,2560
2020-08-05,172.64,4.62,11.16,0.09,Azuay,2560
2020-08-06,199.44,4.91,11.73,0.31,Azuay,2560
2020-08-07,184.8,4.96,10.48,0.25,Azuay,2560
2020-08-08,166.13,4.78,10.1,0.02,Azuay,2560
2020-08-09,184.39,4.67,10.95,0.0,Azuay,2560
2020-08-10,190.91,3.66,12.33,0.0,Azuay,2560
2020-08-11,168.45,2.71,13.19,0.01,Azuay,2560
2020-08-12,145.89,3.23,13.94,0.01,Azuay,2560
2020-08-13,197.8,3.36,14.08,0.92,Azuay,2560
2020-08-14,193.55,3.25,13.9,0.39,Azuay,2560
2020-08-15,159.44,3.58,13.77,0.19,Azuay,2560
2020-08-16,143.74,3.36,13.73,0.03,Azuay,2560
2020-08-17,197.67,2.22,14.88,0.0,Azuay,2560
2020-08-18,209.35,1.64,14.79,0.3,Azuay,2560
2020-08-19,205.67,1.56,14.74,0.33,Azuay,2560
2020-08-20,205.07,2.88,13.99,2.2,Azuay,2560
2020-08-21,112.9,3.37,12.2,3.96,Azuay,2560
2020-08-22,96.2,3.59,11.34,0.37,Azuay,2560
2020-08-23,144.47,3.63,12.17,0.06,Azuay,2560
2020-08-24,160.02,2.76,12.46,0.0,Azuay,2560
2020-08-25,225.43,3.04,13.17,0.0,Azuay,2560
2020-08-26,204.01,3.31,13.2,0.0,Azuay,2560
2020-08-27,163.32,3.12,12.67,0.07,Azuay,2560
2020-08-28,187.5,2.83,13.51,0.02,Azuay,2560
2020-08-29,183.82,2.16,14.25,0.08,Azuay,2560
2020-08-30,145.02,2.86,14.07,2.27,Azuay,2560
2020-08-31,142.8,3.77,11.82,0.61,Azuay,2560
2020-09-01,108.76,4.6,11.94,0.27,Azuay,2560
2020-09-02,159.93,4.15,12.5,0.02,Azuay,2560
2020-09-03,155.37,4.1,13.15,0.75,Azuay,2560
2020-09-04,139.62,4.77,13.09,1.02,Azuay,2560
2020-09-05,189.1,4.76,12.97,3.69,Azuay,2560
2020-09-06,150.43,4.11,13.63,0.24,Azuay,2560
2020-09-07,151.27,3.41,14.34,0.03,Azuay,2560
2020-09-08,204.78,3.83,14.24,1.46,Azuay,2560
2020-09-09,162.46,3.84,12.27,1.14,Azuay,2560
2020-09-10,158.57,4.31,12.19,0.0,Azuay,2560
2020-09-11,165.51,4.22,13.21,0.12,Azuay,2560
2020-09-12,208.77,4.1,13.36,0.0,Azuay,2560
2020-09-13,169.64,4.88,12.56,1.66,Azuay,2560
2020-09-14,120.45,4.6,12.89,0.4,Azuay,2560
2020-09-15,173.39,3.94,12.77,0.44,Azuay,2560
2020-09-16,163.27,2.38,13.96,1.62,Azuay,2560
2020-09-17,181.24,2.72,14.66,0.52,Azuay,2560
2020-09-18,176.28,2.81,14.49,0.97,Azuay,2560
2020-09-19,170.43,3.42,14.26,1.02,Azuay,2560
2020-09-20,208.23,3.54,13.22,1.37,Azuay,2560
2020-09-21,226.59,4.09,13.81,0.63,Azuay,2560
2020-09-22,210.85,3.6,14.16,2.22,Azuay,2560
2020-09-23,145.36,5.1,13.0,4.16,Azuay,2560
2020-09-24,176.65,5.95,12.03,7.65,Azuay,2560
2020-09-25,210.51,4.36,12.31,1.17,Azuay,2560
2020-09-26,200.35,3.44,13.32,0.06,Azuay,2560
2020-09-27,189.01,2.38,14.5,3.09,Azuay,2560
2020-09-28,218.64,3.19,14.33,2.06,Azuay,2560
2020-09-29,186.42,3.52,13.34,1.53,Azuay,2560
2020-09-30,167.33,4.37,13.25,0.69,Azuay,2560
2020-10-01,166.74,5.06,13.47,0.02,Azuay,2560
2020-10-02,176.09,3.55,13.59,0.05,Azuay,2560
2020-10-03,162.53,4.03,12.34,2.42,Azuay,2560
2020-10-04,119.41,4.83,12.43,0.46,Azuay,2560
2020-10-05,115.41,4.97,12.09,0.01,Azuay,2560
2020-10-06,206.18,4.0,12.37,2.87,Azuay,2560
2020-10-07,256.2,4.21,12.4,2.55,Azuay,2560
2020-10-08,147.55,4.24,11.85,0.34,Azuay,2560
2020-10-09,198.01,4.97,13.53,0.06,Azuay,2560
2020-10-10,149.71,4.74,13.29,0.0,Azuay,2560
2020-10-11,240.53,4.33,13.49,1.41,Azuay,2560
2020-10-12,206.78,4.76,13.35,4.37,Azuay,2560
2020-10-13,211.23,4.36,13.69,1.04,Azuay,2560
2020-10-14,155.16,3.61,13.43,0.51,Azuay,2560
2020-10-15,150.13,4.13,13.47,0.17,Azuay,2560
2020-10-16,137.9,5.3,13.26,0.16,Azuay,2560
2020-10-17,154.23,5.04,13.38,0.0,Azuay,2560
2020-10-18,182.93,3.4,13.83,0.0,Azuay,2560
2020-10-19,229.45,2.74,14.79,0.0,Azuay,2560
2020-10-20,181.89,4.13,15.31,0.0,Azuay,2560
2020-10-21,187.21,5.21,13.92,0.93,Azuay,2560
2020-10-22,205.26,5.78,13.68,0.75,Azuay,2560
2020-10-23,149.49,4.21,13.59,0.01,Azuay,2560
2020-10-24,192.39,2.53,14.79,0.4,Azuay,2560
2020-10-25,201.74,2.25,14.7,4.18,Azuay,2560
2020-10-26,159.91,2.25,14.95,0.76,Azuay,2560
2020-10-27,129.25,1.52,15.13,0.39,Azuay,2560
2020-10-28,190.9,1.79,14.72,4.24,Azuay,2560
2020-10-29,234.07,1.97,15.6,0.36,Azuay,2560
2020-10-30,170.12,1.61,14.97,0.03,Azuay,2560
2020-10-31,158.02,2.12,15.21,0.0,Azuay,2560
2020-11-01,207.47,1.59,16.01,0.0,Azuay,2560
2020-11-02,218.32,1.45,15.77,0.0,Azuay,2560
2020-11-03,207.69,1.53,15.38,0.0,Azuay,2560
2020-11-04,236.04,2.08,15.61,0.0,Azuay,2560
2020-11-05,174.49,2.7,15.71,0.0,Azuay,2560
2020-11-06,166.58,2.39,14.35,0.48,Azuay,2560
2020-11-07,158.42,3.68,13.75,0.1,Azuay,2560
2020-11-08,203.91,4.47,13.59,0.02,Azuay,2560
2020-11-09,141.69,3.15,14.04,0.01,Azuay,2560
2020-11-10,209.58,2.22,15.49,13.13,Azuay,2560
2020-11-11,186.85,1.87,14.3,1.12,Azuay,2560
2020-11-12,178.04,1.87,14.25,0.0,Azuay,2560
2020-11-13,191.25,1.96,15.31,0.0,Azuay,2560
2020-11-14,191.9,1.15,14.07,0.07,Azuay,2560
2020-11-15,156.08,1.96,14.01,0.15,Azuay,2560
2020-11-16,209.97,1.79,13.92,0.34,Azuay,2560
2020-11-17,174.61,1.73,15.11,1.36,Azuay,2560
2020-11-18,172.02,2.02,15.14,2.0,Azuay,2560
2020-11-19,128.0,2.31,14.02,5.73,Azuay,2560
2020-11-20,213.77,1.68,13.75,0.48,Azuay,2560
2020-11-21,200.99,1.66,15.15,0.0,Azuay,2560
2020-11-22,172.76,3.48,15.17,7.46,Azuay,2560
2020-11-23,141.52,3.8,13.53,2.88,Azuay,2560
2020-11-24,173.05,4.56,13.97,1.1,Azuay,2560
2020-11-25,218.25,2.76,14.2,0.26,Azuay,2560
2020-11-26,222.42,3.02,15.11,0.08,Azuay,2560
2020-11-27,143.33,2.21,13.68,0.3,Azuay,2560
2020-11-28,180.15,2.61,13.29,0.13,Azuay,2560
2020-11-29,136.11,3.57,14.07,0.27,Azuay,2560
2020-11-30,158.83,3.37,14.12,1.2,Azuay,2560
2020-12-01,194.08,2.6,14.36,5.36,Azuay,2560
2020-12-02,149.1,2.1,14.11,4.47,Azuay,2560
2020-12-03,135.18,2.34,14.6,4.21,Azuay,2560
2020-12-04,144.54,3.41,14.42,1.2,Azuay,2560
2020-12-05,111.26,3.76,13.9,0.53,Azuay,2560
2020-12-06,159.57,3.93,13.58,1.57,Azuay,2560
2020-12-07,140.01,3.73,13.73,2.1,Azuay,2560
2020-12-08,148.46,3.04,13.95,1.76,Azuay,2560
2020-12-09,209.61,2.4,14.73,5.5,Azuay,2560
2020-12-10,134.88,1.98,15.04,3.92,Azuay,2560
2020-12-11,120.44,2.52,14.6,2.05,Azuay,2560
2020-12-12,165.26,3.18,14.74,0.48,Azuay,2560
2020-12-13,177.6,3.37,13.45,1.58,Azuay,2560
2020-12-14,134.57,3.18,14.11,0.14,Azuay,2560
2020-12-15,135.25,2.89,14.82,3.54,Azuay,2560
2020-12-16,148.06,3.3,14.48,2.03,Azuay,2560
2020-12-17,123.37,3.98,13.59,5.58,Azuay,2560
2020-12-18,170.26,2.6,13.52,1.27,Azuay,2560
2020-12-19,169.56,2.24,14.67,0.05,Azuay,2560
2020-12-20,180.78,2.43,15.04,0.7,Azuay,2560
2020-12-21,165.33,3.29,14.8,0.1,Azuay,2560
2020-12-22,147.8,3.56,14.44,0.26,Azuay,2560
2020-12-23,179.99,2.74,15.04,0.74,Azuay,2560
2020-12-24,117.83,2.03,14.75,0.38,Azuay,2560
2020-12-25,150.28,1.37,14.74,0.94,Azuay,2560
2020-12-26,120.72,2.1,14.66,4.37,Azuay,2560
2020-12-27,186.46,1.54,14.01,0.88,Azuay,2560
2020-12-28,187.62,1.15,13.82,1.14,Azuay,2560
2020-12-29,209.56,2.03,14.29,2.81,Azuay,2560
2020-12-30,159.69,1.57,14.32,20.35,Azuay,2560
2020-12-31,154.15,1.99,13.9,9.26,Azuay,2560
2021-01-01,144.34,3.64,13.29,2.04,Azuay,2560
2021-01-02,163.41,3.34,13.65,5.72,Azuay,2560
2021-01-03,184.36,2.14,14.27,2.67,Azuay,2560
2021-01-04,127.36,1.34,14.31,5.7,Azuay,2560
2021-01-05,178.65,0.81,13.93,6.88,Azuay,2560
2021-01-06,186.02,1.67,12.82,2.9,Azuay,2560
2021-01-07,172.5,2.97,12.25,2.82,Azuay,2560
2021-01-08,139.74,3.07,11.99,1.1,Azuay,2560
2021-01-09,146.79,2.99,13.12,0.35,Azuay,2560
2021-01-10,183.22,3.66,13.35,2.52,Azuay,2560
2021-01-11,188.91,3.74,13.67,0.56,Azuay,2560
2021-01-12,168.43,3.33,13.83,1.47,Azuay,2560
2021-01-13,195.65,3.55,14.26,3.31,Azuay,2560
2021-01-14,182.0,3.04,14.42,2.23,Azuay,2560
2021-01-15,142.93,2.46,14.8,8.58,Azuay,2560
2021-01-16,166.64,1.33,14.08,4.34,Azuay,2560
2021-01-17,177.62,2.39,14.93,1.51,Azuay,2560
2021-01-18,148.98,2.56,14.11,2.09,Azuay,2560
2021-01-19,147.49,3.48,12.48,1.69,Azuay,2560
2021-01-20,159.22,3.42,12.7,3.28,Azuay,2560
2021-01-21,131.72,3.47,13.61,1.98,Azuay,2560
2021-01-22,171.99,3.39,12.28,9.1,Azuay,2560
2021-01-23,159.68,3.69,13.06,0.2,Azuay,2560
2021-01-24,155.84,3.61,13.56,10.12,Azuay,2560
2021-01-25,160.69,3.73,13.35,11.69,Azuay,2560
2021-01-26,184.78,3.36,13.41,0.01,Azuay,2560
2021-01-27,179.7,3.56,14.15,9.53,Azuay,2560
2021-01-28,150.28,2.82,14.07,7.42,Azuay,2560
2021-01-29,179.66,2.63,14.41,4.2,Azuay,2560
2021-01-30,169.58,3.42,13.45,4.0,Azuay,2560
2021-01-31,171.45,3.67,13.63,0.29,Azuay,2560
2021-02-01,193.12,3.99,14.36,2.25,Azuay,2560
2021-02-02,142.86,3.7,14.39,2.18,Azuay,2560
2021-02-03,167.01,4.1,14.39,0.35,Azuay,2560
2021-02-04,144.39,3.84,13.78,2.11,Azuay,2560
2021-02-05,120.75,2.8,13.9,0.65,Azuay,2560
2021-02-06,159.63,2.76,13.26,0.46,Azuay,2560
2021-02-07,159.69,2.96,14.56,5.19,Azuay,2560
2021-02-08,168.45,2.55,14.77,2.99,Azuay,2560
2021-02-09,151.18,2.28,15.39,3.08,Azuay,2560
2021-02-10,184.85,1.11,15.1,7.58,Azuay,2560
2021-02-11,104.77,1.77,14.68,6.49,Azuay,2560
2021-02-12,142.99,2.36,14.96,1.97,Azuay,2560
2021-02-13,181.32,2.64,15.53,0.35,Azuay,2560
2021-02-14,165.38,1.96,15.19,1.38,Azuay,2560
2021-02-15,159.17,1.02,13.05,5.26,Azuay,2560
2021-02-16,205.96,1.51,14.24,3.65,Azuay,2560
2021-02-17,232.9,1.57,14.41,3.4,Azuay,2560
2021-02-18,230.35,1.86,14.03,6.57,Azuay,2560
2021-02-19,167.21,1.67,14.73,2.17,Azuay,2560
2021-02-20,140.59,1.99,15.08,1.84,Azuay,2560
2021-02-21,145.83,1.66,14.51,3.77,Azuay,2560
2021-02-22,135.09,2.8,13.75,5.44,Azuay,2560
2021-02-23,170.05,2.92,13.51,1.41,Azuay,2560
2021-02-24,168.35,4.51,13.73,0.6,Azuay,2560
2021-02-25,168.22,4.55,13.54,2.92,Azuay,2560
2021-02-26,187.21,2.9,13.98,2.01,Azuay,2560
2021-02-27,156.85,3.46,14.21,1.97,Azuay,2560
2021-02-28,183.77,2.74,14.27,16.35,Azuay,2560
2021-03-01,144.46,1.54,13.98,15.32,Azuay,2560
2021-03-02,137.28,1.48,13.45,11.04,Azuay,2560
2021-03-03,184.7,1.7,13.04,9.29,Azuay,2560
2021-03-04,199.48,2.0,13.31,5.38,Azuay,2560
2021-03-05,156.18,2.51,13.65,2.72,Azuay,2560
2021-03-06,183.74,3.19,13.92,0.89,Azuay,2560
2021-03-07,115.17,3.49,13.38,0.86,Azuay,2560
2021-03-08,144.86,2.26,13.51,7.31,Azuay,2560
2021-03-09,128.05,1.44,13.42,9.63,Azuay,2560
2021-03-10,144.73,1.17,13.24,8.05,Azuay,2560
2021-03-11,221.74,1.37,13.23,13.02,Azuay,2560
2021-03-12,212.57,1.57,13.78,5.67,Azuay,2560
2021-03-13,187.86,2.07,13.6,6.58,Azuay,2560
2021-03-14,216.23,1.51,13.34,12.1,Azuay,2560
2021-03-15,167.81,2.12,12.9,9.46,Azuay,2560
2021-03-16,175.05,1.24,13.21,11.4,Azuay,2560
2021-03-17,173.64,1.94,14.73,6.29,Azuay,2560
2021-03-18,151.39,1.44,13.6,9.28,Azuay,2560
2021-03-19,212.47,1.49,13.58,4.79,Azuay,2560
2021-03-20,228.45,1.72,14.59,0.83,Azuay,2560
2021-03-21,137.04,1.61,13.68,0.39,Azuay,2560
2021-03-22,239.61,1.94,13.2,4.87,Azuay,2560
2021-03-23,234.72,2.42,13.96,1.22,Azuay,2560
2021-03-24,170.89,2.43,13.42,0.84,Azuay,2560
2021-03-25,208.89,2.58,13.41,0.55,Azuay,2560
2021-03-26,180.76,2.42,13.63,3.36,Azuay,2560
2021-03-27,164.65,2.62,13.52,5.21,Azuay,2560
2021-03-28,135.69,4.18,13.42,3.6,Azuay,2560
2021-03-29,135.5,4.18,12.78,2.05,Azuay,2560
2021-03-30,187.68,4.01,12.13,2.59,Azuay,2560
2021-03-31,161.26,4.17,12.07,1.16,Azuay,2560
2021-04-01,172.02,2.98,13.19,0.92,Azuay,2560
2021-04-02,226.77,3.2,13.98,2.28,Azuay,2560
2021-04-03,208.01,3.53,13.5,4.18,Azuay,2560
2021-04-04,137.54,3.06,12.16,3.23,Azuay,2560
2021-04-05,169.55,3.33,12.55,0.08,Azuay,2560
2021-04-06,170.34,3.22,12.8,0.5,Azuay,2560
2021-04-07,146.33,3.0,12.69,1.97,Azuay,2560
2021-04-08,205.71,2.37,13.2,1.97,Azuay,2560
2021-04-09,191.24,3.25,13.9,1.43,Azuay,2560
2021-04-10,219.04,2.88,13.03,1.23,Azuay,2560
2021-04-11,174.25,2.94,12.96,3.01,Azuay,2560
2021-04-12,207.7,4.05,12.24,1.69,Azuay,2560
2021-04-13,181.14,4.26,12.33,0.21,Azuay,2560
2021-04-14,157.34,3.57,12.9,2.28,Azuay,2560
2021-04-15,156.54,3.18,13.01,5.45,Azuay,2560
2021-04-16,158.22,2.78,13.55,1.6,Azuay,2560
2021-04-17,188.71,2.97,13.69,1.06,Azuay,2560
2021-04-18,175.56,2.44,13.52,0.3,Azuay,2560
2021-04-19,150.68,2.64,13.44,2.73,Azuay,2560
2021-04-20,173.1,2.74,13.23,0.31,Azuay,2560
2021-04-21,178.34,2.49,13.57,2.65,Azuay,2560
2021-04-22,188.67,2.45,13.85,0.44,Azuay,2560
2021-04-23,145.05,3.34,13.72,6.37,Azuay,2560
2021-04-24,175.85,2.7,14.06,0.11,Azuay,2560
2021-04-25,179.27,2.75,14.34,2.37,Azuay,2560
2021-04-26,178.31,2.38,13.2,6.43,Azuay,2560
2021-04-27,126.67,2.58,13.11,7.63,Azuay,2560
2021-04-28,181.4,2.12,12.71,5.29,Azuay,2560
2021-04-29,140.02,3.05,12.96,18.07,Azuay,2560
2021-04-30,79.65,2.59,12.32,2.54,Azuay,2560
2021-05-01,141.07,1.76,12.52,24.74,Azuay,2560
2021-05-02,164.8,1.85,13.1,3.8,Azuay,2560
2021-05-03,146.16,1.5,11.52,2.56,Azuay,2560
2021-05-04,204.02,1.94,13.74,4.12,Azuay,2560
2021-05-05,126.99,1.97,13.36,0.2,Azuay,2560
2021-05-06,129.66,2.59,13.09,1.8,Azuay,2560
2021-05-07,160.15,2.34,11.73,2.78,Azuay,2560
2021-05-08,166.21,3.76,11.44,19.26,Azuay,2560
2021-05-09,150.55,4.59,12.09,7.94,Azuay,2560
2021-05-10,132.68,4.49,11.53,0.23,Azuay,2560
2021-05-11,166.73,4.59,11.12,0.17,Azuay,2560
2021-05-12,198.54,4.16,10.77,0.85,Azuay,2560
2021-05-13,120.25,3.92,11.52,0.81,Azuay,2560
2021-05-14,148.96,4.1,12.31,1.88,Azuay,2560
2021-05-15,147.8,3.74,12.35,9.6,Azuay,2560
2021-05-16,138.82,4.58,12.21,4.91,Azuay,2560
2021-05-17,148.33,3.54,11.56,11.82,Azuay,2560
2021-05-18,120.46,3.36,11.77,2.31,Azuay,2560
2021-05-19,136.58,3.14,12.18,0.05,Azuay,2560
2021-05-20,137.04,2.81,12.98,0.0,Azuay,2560
2021-05-21,140.89,3.14,13.35,0.0,Azuay,2560
2021-05-22,160.24,4.27,13.31,0.0,Azuay,2560
2021-05-23,122.4,4.24,12.35,0.38,Azuay,2560
2021-05-24,129.91,4.0,11.16,3.97,Azuay,2560
2021-05-25,119.65,4.49,11.26,2.67,Azuay,2560
2021-05-26,146.35,3.62,12.11,1.19,Azuay,2560
2021-05-27,125.2,3.07,11.96,0.09,Azuay,2560
2021-05-28,163.94,1.97,13.14,0.0,Azuay,2560
2021-05-29,120.72,1.54,13.83,1.81,Azuay,2560
2021-05-30,135.54,2.6,12.89,4.5,Azuay,2560
2021-05-31,148.06,3.12,12.32,0.06,Azuay,2560
2021-06-01,137.34,2.87,13.05,0.0,Azuay,2560
2021-06-02,122.79,2.54,13.47,0.22,Azuay,2560
2021-06-03,163.12,3.62,12.95,0.57,Azuay,2560
2021-06-04,153.54,3.46,11.92,2.58,Azuay,2560
2021-06-05,132.26,3.08,12.36,0.02,Azuay,2560
2021-06-06,104.48,2.79,12.26,2.34,Azuay,2560
2021-06-07,107.78,2.7,11.78,4.14,Azuay,2560
2021-06-08,146.25,2.79,11.96,1.37,Azuay,2560
2021-06-09,157.39,2.06,12.29,2.29,Azuay,2560
2021-06-10,194.49,1.96,12.77,0.03,Azuay,2560
2021-06-11,140.2,3.18,12.32,2.89,Azuay,2560
2021-06-12,152.33,3.43,12.39,7.13,Azuay,2560
2021-06-13,150.68,2.57,12.55,16.09,Azuay,2560
2021-06-14,127.93,2.68,12.53,1.51,Azuay,2560
2021-06-15,114.57,2.62,11.99,2.56,Azuay,2560
2021-06-16,127.93,2.54,11.63,2.34,Azuay,2560
2021-06-17,99.11,3.61,11.44,0.99,Azuay,2560
2021-06-18,100.42,4.7,11.01,1.36,Azuay,2560
